id,name,lat,lng
1610367,"Nonopapa, Niihau Island",21.87,-160.235
1611347,"Port Allen, Hanapepe Bay",21.9033,-159.592
1611400,NAWILIWILI,21.9544,-159.3561
1611401,Waimea Bay,21.9567,-159.673
1611443,Hanamaulu Bay,21.995,-159.335
1611683,Hanalei Bay,22.215,-159.502
1612301,Hanauma Bay,21.275,-157.697
1612340,HONOLULU,21.30669444444445,-157.867
1612366,"Pearl Harbor Entrance, Bishop Point",21.33,-157.967
1612376,Waimanalo,21.335,-157.693
1612404,"Pearl Harbor, Ford Island Ferry",21.3683,-157.94
1612480,MOKU O LOE,21.43305555555556,-157.79
1612482,Waianae,21.445,-158.192
1612668,"Haleiwa, Waialua Bay",21.5983,-158.108
1613077,Kamalo Harbor,21.0483,-156.877
1613155,Pukoo Harbor,21.0717,-156.8
1613198,Kaunakakai,21.085,-157.032
1613226,Kolo,21.0933,-157.197
1614465,"Kaumalapau, Lanai Island",20.79,-156.995
1615202,Makena,20.6567,-156.445
1615395,Hana,20.7617,-155.987
1615680,KAHULUI,20.895,-156.4766944444444
1616696,Kuheia Bay,20.595,-156.607
1617277,Mahukona,20.1867,-155.903
1617433,Kawaihae,20.0366,-155.8294
1617760,HILO,19.73027777777778,-155.0555555555555
1617846,Kailua Kona,19.6433,-156.0
1618021,"Napoopoo, Kealakekua Bay",19.4767,-155.922
1618578,Honuapo,19.0883,-155.553
1619000,JOHNSTON ATOLL,16.7383,-169.53
1619222,"East Island, French Frigate Shoals",23.7833,-166.208
1619645,Laysan Island,25.7667,-171.75
1619910,"SAND ISLAND, MIDWAY ISLANDS",28.2117,-177.36
1630000,"APRA HARBOR, GUAM",13.44338888888889,144.6563611111111
1631428,"Pago Bay, Guam",13.4283333,144.7969444
1633227,"Tanapag Harbor, Saipan Island",15.2267,145.737
1732417,"Papeete Harbor, Fare Ute Point",-17.535,-149.572
1770000,"PAGO PAGO Harbor, Tutuila Island",-14.2766667,-170.6894444
1778000,"APIA (Observatory), Upolu Island",-13.80830555555556,-171.767
1814060,Christmas Island,1.985,-157.477
1820000,KWAJALEIN ATOLL (Kwajalein I.),8.731666564941406,167.7361145019531
1840000,"CHUUK, Moen Island",7.44667,151.847
1841275,MALAKAL HARBOR,7.33,134.463
1890000,WAKE ISLAND (U.S.),19.29066666666667,166.6175833333333
1910000,"SUVA HARBOR, Viti Levu Island",-18.1333,178.425
2695535,Ferry Reach (Biological Station),32.369998931884766,-64.69499969482422
2695540,St. Georges Island,32.37338888888889,-64.70330555555556
8218361,"Kumeon Bay, B.C.",54.71666666666667,-130.2166666666667
8218362,"Haystack Island, B.C.",54.71666666666667,-130.6166666666667
8218447,"Wales Island (Cannery), Pearse Canal",54.76666666666667,-130.55
8218617,"Mill Bay, Nass River, B.C.",55.0,-129.9
8219894,"Stewart, B.C.",55.91666666666666,-129.8
8410140,EASTPORT,44.904598236083984,-66.98290252685547
8410714,Coffins Point,44.87,-67.1083
8410715,"Garnet Point, Pennamquan River",44.9233,-67.13
8410834,"Pettegrove Point, Dochet Island",45.12844444444445,-67.14466666666667
8410864,"Gravelly Point, Whiting Bay",44.82333333333333,-67.15166666666667
8410875,Birch Islands,44.875,-67.1583
8411060,"Cutler, Little River",44.65702819824219,-67.20466613769531
8411250,"Cutler, Naval Radio Station",44.6417,-67.2967
8411411,"Stone Island, Machias Bay",44.6033,-67.3683
8411467,"Machiasport, Machias River",44.6983,-67.3933
8411696,"Shoppee Point, Englishman Bay",44.615,-67.4967
8411801,Steele Harbor Island,44.4933,-67.5433
8412568,"Green Island, Petit Manan Bar",44.3717,-67.87
8412581,"Millbridge, Narraguagus River, Maine",44.54,-67.875
8412932,Prospect Harbor,44.4,-68.0217
8413079,"Winter Harbor, Frenchman Bay",44.3883,-68.0867
8413320,BAR HARBOR,44.39219444444444,-68.20427777777778
8413564,Southwest Harbor,44.275,-68.3133
8413651,Bass Harbor,44.2417,-68.3533
8413801,"Ellsworth, Union River",44.535,-68.4217
8413825,"Mackerel Cove, Swans Island",44.16999816894531,-68.43499755859375
8413857,"Burnt Coat Harbor, Swans Island",44.145,-68.45
8414112,Blue Hill Harbor,44.4083,-68.5633
8414168,Center Harbor,44.2633,-68.5867
8414249,"Oceanville, Deer Isle",44.19230555555556,-68.62093055555556
8414288,Isle Au Haut,44.0733,-68.6367
8414348,"Stonington, Deer Isle",44.1533,-68.6617
8414424,Little Deer Isle,44.2917,-68.6933
8414581,"Gross Point, Eastern Channel",44.5367,-68.7583
8414612,Bangor,44.785,-68.7667
8414672,Castine,44.3867,-68.7967
8414684,Bucksport,44.5717,-68.8017
8414692,Sandy Point,44.505,-68.805
8414721,"Fort Point, Penobscot River",44.4717,-68.8133
8414776,"Vinalhaven, Vinalhaven Island",44.0433,-68.84
8414781,Winterport,44.6367,-68.8417
8414856,North Haven,44.1267,-68.8733
8414876,"Matinicus Harbor, Wheaton Island",43.8617,-68.8817
8414888,"Pulpit Harbor, North Haven Island",44.1567,-68.8867
8415191,Belfast,44.4267,-69.005
8415490,Rockland,44.105,-69.1017
8415709,Thomaston,44.0717,-69.1817
8415809,Tenants Harbor,43.965,-69.2167
8415867,Otis Cove,43.9867,-69.2367
8415933,Port Clyde,43.925,-69.26
8416028,"Burnt Island, Georges Islands",43.8717,-69.295
8416092,Monhegan Island,43.765,-69.3217
8416141,Friendship Harbor,43.97,-69.3417
8416224,Waldoboro,44.0933,-69.3767
8416232,Jones Neck,44.015,-69.38
8416381,"Muscongus Harbor, Muscongus Sound",43.9667,-69.4417
8416501,"New Harbor, Muscongus Bay",43.875,-69.4917
8416581,"Pemaquid Harbor, Johns Bay",43.8767,-69.525
8416608,Newcastle,44.0333,-69.5367
8416721,East Boothbay,43.865,-69.5833
8416731,Walpole,43.9333,-69.58
8416796,"Damariscove Harbor, Damariscove Island",43.7583,-69.615
8416804,Sheepscot (below rapids),44.05,-69.6183
8416828,Boothbay Harbor,43.85,-69.6283
8416908,"Southport, Townsend Gut",43.8467,-69.6617
8416921,Wiscasset,44.0,-69.6667
8416928,Cross River entrance,43.925,-69.67
8416961,Back River,43.9583,-69.6833
8416968,Isle of Springs,43.86,-69.6867
8417067,"Robinhood, Sasanoa River",43.8533,-69.7333
8417127,"Mill Point, Sasanoa River",43.8867,-69.7633
8417134,Gardiner,44.2333,-69.7667
8417177,"Fort Popham, Hunniwell Point",43.755,-69.785
8417208,Richmond,44.0883,-69.7983
8417221,Phippsburg,43.8183,-69.81
8417227,Bath,43.925,-69.815
8417271,"Sturgeon Island, Merrymeeting Bay",43.9817,-69.835
8417367,"Howard Point, New Meadows River",43.89,-69.8833
8417377,Androscoggin River entrance,43.95,-69.8883
8417387,"Cundy Harbor, New Meadows River",43.7883,-69.8933
8417391,"Bowdoinham, Cathance River",44.0083,-69.895
8417527,"Brunswick, Androscoggin River",43.9217,-69.9633
8417553,"Wilson Cove, Middle Bay",43.825,-69.9767
8417647,"South Harpswell, Potts Harbor",43.7383,-70.0233
8417801,South Freeport,43.82,-70.1033
8417821,"Cliff Island, Luckse Sound",43.695,-70.11
8417874,Doyle Point,43.7517,-70.14
8417881,Great Chebeague Island,43.7217,-70.1417
